,Position,Track Name,Artist,Streams,date,region,id,date_from,date_to,valence
7571,172,Press,Cardi B,17155,2019-06-07--2019-06-14,hk,6dPyzkyZwoj9LqjQXOFdVv,2019-06-07,2019-06-14,0.243
7572,173,倒數,G.E.M.,17152,2019-06-07--2019-06-14,hk,2HmM5p02Q2qrYZvXJRLVx3,2019-06-07,2019-06-14,0.204
7573,174,你是你本身的傳奇,Charmaine Fong,17138,2019-06-07--2019-06-14,hk,5uMkdWf1H6JEcpcdnPOSZM,2019-06-07,2019-06-14,0.427
7574,175,痛愛,Joey Yung,17090,2019-06-07--2019-06-14,hk,0StuO1Spn9uXwcnR8R523C,2019-06-07,2019-06-14,0.402
7575,176,修煉愛情,JJ Lin,17080,2019-06-07--2019-06-14,hk,190kU2WKyIzx9XaBjfWRPk,2019-06-07,2019-06-14,0.239
7576,177,Hold The Line (feat. A R I Z O N A),Avicii,17025,2019-06-07--2019-06-14,hk,6EBlOYNcZ8MrdEov9lEdV6,2019-06-07,2019-06-14,0.372
7577,178,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,16997,2019-06-07--2019-06-14,hk,4hQ6UGyWQIGJmHSo0J88JW,2019-06-07,2019-06-14,0.508
7578,179,Mikrokosmos,BTS,16970,2019-06-07--2019-06-14,hk,5hnbE5BF2e8BCk9OMR1UVC,2019-06-07,2019-06-14,0.475
7579,180,Sad Forever,Lauv,16895,2019-06-07--2019-06-14,hk,4a5zacCsHLtMC2mcxkqWwn,2019-06-07,2019-06-14,0.389
7580,181,Drugs & The Internet,Lauv,16893,2019-06-07--2019-06-14,hk,4SHhui9S7lFYGHXikfneGo,2019-06-07,2019-06-14,0.216
7581,182,淘汰(國),Eason Chan,16832,2019-06-07--2019-06-14,hk,3aawXLnJpcDVXCl1UUksAW,2019-06-07,2019-06-14,0.206
7582,183,不許你注定一人,Dear Jane,16632,2019-06-07--2019-06-14,hk,0zaJVOyKHcBVtf0itXajME,2019-06-07,2019-06-14,0.475
7583,184,A Thousand Years,Christina Perri,16582,2019-06-07--2019-06-14,hk,6lanRgr6wXibZr8KgzXxBl,2019-06-07,2019-06-14,0.161
7584,185,慢慢喜歡你,Karen Mok,16534,2019-06-07--2019-06-14,hk,7EoyERNueJuFlQbyrRB0US,2019-06-07,2019-06-14,0.375
7585,186,Civil War,Russ,16531,2019-06-07--2019-06-14,hk,5tmu5pAFHkUSl8Fo8ncyA4,2019-06-07,2019-06-14,0.496
7586,187,幸福之歌,Supper Moment,16522,2019-06-07--2019-06-14,hk,3avA1Hqi2OP0Y1ebYK7fAn,2019-06-07,2019-06-14,0.462
7587,188,Happier,Ed Sheeran,16490,2019-06-07--2019-06-14,hk,2RttW7RAu5nOAfq6YFvApB,2019-06-07,2019-06-14,0.236
7588,189,富士山下,Eason Chan,16361,2019-06-07--2019-06-14,hk,3cthRwQ2X0SNTaauD7tjn5,2019-06-07,2019-06-14,0.528
7589,190,Believer,Imagine Dragons,16336,2019-06-07--2019-06-14,hk,0pqnGHJpmpxLKifKRmU6WP,2019-06-07,2019-06-14,0.666
7590,191,光輝歲月,Beyond,16270,2019-06-07--2019-06-14,hk,2xsfwyT49o2OCoPieXMxQC,2019-06-07,2019-06-14,0.472
7591,192,3 Nights,Dominic Fike,16191,2019-06-07--2019-06-14,hk,1tNJrcVe6gwLEiZCtprs1u,2019-06-07,2019-06-14,0.877
7592,193,再不再見,C AllStar,16182,2019-06-07--2019-06-14,hk,1kcNUj4udKEFesxdclbh8n,2019-06-07,2019-06-14,0.341
7593,194,Piece Of Your Heart,MEDUZA,16138,2019-06-07--2019-06-14,hk,1DFD5Fotzgn6yYXkYsKiGs,2019-06-07,2019-06-14,0.631
7594,195,Kong,Justin Lo,16116,2019-06-07--2019-06-14,hk,5hQwJOWx41wiWH305GT7pf,2019-06-07,2019-06-14,0.341
7595,196,Lemon,Kenshi Yonezu,16044,2019-06-07--2019-06-14,hk,35KlorpQ6LQVVslvlcu1gN,2019-06-07,2019-06-14,0.446
7596,197,High Hopes,Panic! At The Disco,16039,2019-06-07--2019-06-14,hk,1rqqCSm0Qe4I9rUvWncaom,2019-06-07,2019-06-14,0.681
7597,198,我們 - 《後來的我們》電影主題曲,Eason Chan,15902,2019-06-07--2019-06-14,hk,0Uf0SvwUrf02ucIt1d0Wos,2019-06-07,2019-06-14,0.201
7598,199,缺,Hins Cheung,15881,2019-06-07--2019-06-14,hk,528HFTQqdaMOf31jDTgkGt,2019-06-07,2019-06-14,0.273
7599,200,最後晚餐,Supper Moment,15827,2019-06-07--2019-06-14,hk,0Jm0goItLKozRDZ2r3ZbWz,2019-06-07,2019-06-14,0.423
7600,1,You Need To Calm Down,Taylor Swift,115395,2019-06-14--2019-06-21,hk,29fRTIKsJhLUJoldM89GZS,2019-06-14,2019-06-21,0.706
7601,2,I Don't Care (with Justin Bieber),Ed Sheeran,100086,2019-06-14--2019-06-21,hk,3HVWdVOQ0ZA45FuZGSfvns,2019-06-14,2019-06-21,0.842
7602,3,Speechless (Full),Naomi Scott,98556,2019-06-14--2019-06-21,hk,0XPsOSYzDJZJArevQNm2AR,2019-06-14,2019-06-21,0.23
7603,4,bad guy,Billie Eilish,90309,2019-06-14--2019-06-21,hk,2Fxmhks0bxGSBdJ92vM42m,2019-06-14,2019-06-21,0.562
7604,5,If I Can't Have You,Shawn Mendes,78923,2019-06-14--2019-06-21,hk,6LsAAHotRLMOHfCsSfYCsz,2019-06-14,2019-06-21,0.864
7605,6,Call You Mine,The Chainsmokers,74573,2019-06-14--2019-06-21,hk,05CwHjIk71RXVU40boRMnR,2019-06-14,2019-06-21,0.501
7606,7,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,62483,2019-06-14--2019-06-21,hk,4MsUsFfWseB9M2plGJyuIw,2019-06-14,2019-06-21,0.657
7607,8,Never Really Over,Katy Perry,60875,2019-06-14--2019-06-21,hk,5PYQUBXc7NYeI1obMKSJK0,2019-06-14,2019-06-21,0.385
7608,9,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,60445,2019-06-14--2019-06-21,hk,1iWHabUgUuuKLBa0TzTHfk,2019-06-14,2019-06-21,0.105
7609,10,Heaven,Avicii,59108,2019-06-14--2019-06-21,hk,0vrmHPfoBadXVr2n0m1aqZ,2019-06-14,2019-06-21,0.516
7610,11,Boy With Luv (feat. Halsey),BTS,58716,2019-06-14--2019-06-21,hk,5KawlOMHjWeUjQtnuRs22c,2019-06-14,2019-06-21,0.798
7611,12,A Whole New World,Mena Massoud,54336,2019-06-14--2019-06-21,hk,5viFjDGTnrApmUY5c8qkfw,2019-06-14,2019-06-21,0.131
7612,13,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,53589,2019-06-14--2019-06-21,hk,7Feaw9WAEREY0DUOSXJLOM,2019-06-14,2019-06-21,0.316
7613,14,Someone You Loved,Lewis Capaldi,50470,2019-06-14--2019-06-21,hk,7qEHsqek33rTcFNT9PFqLf,2019-06-14,2019-06-21,0.446
7614,15,Rescue Me,OneRepublic,50064,2019-06-14--2019-06-21,hk,0mjAU3yKR1QnXnHtjGJqTM,2019-06-14,2019-06-21,0.64
7615,16,Sucker,Jonas Brothers,49908,2019-06-14--2019-06-21,hk,22vgEDb5hykfaTwLuskFGD,2019-06-14,2019-06-21,0.952
7616,17,Only Human,Jonas Brothers,49627,2019-06-14--2019-06-21,hk,0DiDStADDVh3SvAsoJAFMk,2019-06-14,2019-06-21,0.874
